,label,text_changed
7678,0,caretas juansheput sostuvo que el lder del partido morado es un cobarde y que no se encuentra calificado para ser el gobernante de
2486,2,eleccionescongresales2020 marquemos la  k  y escribe   k10  fuerzapopular  k35
498,1,pero qu rico es dormir hasta las 941 am  te sientes tan vago
7155,2,candidato al congreso de la republica por lima  josue revilla diaz  marca la k y escribe el numero 29   fuerzapopular  limanorte
10853,1, mulder opino en abrelosojos que mora trabajo con el miedo a su conyuge quien ratifico su denuncia por violencia familiar
9632,1,papyo quera ir al clsico contigo nenapero el domingo juego 330pm y otra vez no me vers yo ay noooo papi
29998,0,"ojo esta candidata por accionpopular fue coordinadora parlamentaria del ministerio de trabajo durante el periodo que se cerro  siempre tuvo una actitud en contra proyectos a favor de los derechos laborales que se debatian en la comision de trabajo
voto2020"
32399,0,incluso le puede preguntar a su sobrina candidata del partidomorado quien le podra sacar entrevista en exclusiva con el moradito
29872,2,lo bueno de ir al gym es que tu personal training sea muy muy guapa
26748,1,rt larepublicape elecciones 2020 lesly shica seguil alianza para el progreso vs lucia alvites sosa juntos por el peru debaten en 
19729,0,"eldesconcieo sea est bien pero qu pasa con las demandas sociales pasan a segundo plano y ms tarde lo vemos o el descontento social se terjiberzo y esto ya es una batalla poltica preguntaseria 
felizmiercoles 
frenteamplio"
4286,0,muchachos que tal aca dejo un dibujillo sobre el ex candidato julio guzman ahora a mi vista lo veo como el seor del fuego gozenlojulioguzman moradito partidomorado poltica mashup avatar avatahelastairbender firenation firelord fana linea caoon colored
8244,0,claudiacisneros la arenga de gustavogorriti  histricamente los grandes polticos fueron infieles si los juzgsemos tendramos q reescribir la historia suficiente el partidomorado  sigue con su presidente sacavueltero julioguzman  
21626,0,y as la carrera poltica de julioguzmn lleg a su fin el tema al margen de la profundidad es bastante claro el partidomorado al igual que el titanic est a punto de hundirse alberto  y gino con violin en mano ya en la popa de la cubiea de botes seguirn tocando
32464,0,miembros del partidomorado si realmente su partido es institucional como dicen no queda otra salida que la renuncia de julioguzman a ms tiempo de silencio mayor ser el arrastre para todos esa accin mostrara coherencia con el discurso poltico partidomorado guzman
19131,2,rosasal76618760 mauriciomulder ginocosta te apuesto que si pasamauricio mulder
7233,1,fuerzapopular   en la ultima eleccion presidencial  en piura obtuvo el 55   de votos validos
36042,2,peru  el  ppc defiende la economia social de mercado incorporada en la constitucion del 93  los ultimos 25 a os a pesar de las cris
14719,0,la primera es sobre monica saavedra gerenta de fiscalizacion de la municipalidad de jesus maria que encabeza la lista de lima por accionpopular se la acusa de supuestas irregularidades en el tramite de su licencia laboral via martinhidalgo
36041,2,peru  el  ppc cree en la justicia  inversion y la justa distribucion de la riqueza  ese sera el norte de nuestra bancada en el prox
33871,0,latinanoticias esto demuestra que mauricio mulder utilizo su cargo de congresista para proteger a un delincuente como alan garcia por eso pensa antes de botar el peru esta cansado de tener corrupcion y delincuencia en el poder
12655,0,costagino partidomorado ay te va otro pegaron de tu partidoelpegalnerestpartidomorado jimmy cornelio isidro villanueva  candidato por ancash con el 3  el caso es idntico al de daniel moraviolencia contra la mujerdanielmora julioguzmn
35674,0,el cnico manoseo de la falsa moral  filosofa pucp puff partidomorado   eleccionescongresales2020niunamenos
16215,2,seguimos recorriendo los mercados de todo lima  estuvimos en el mercado virgen del carmen en san juan de lurigancho  seguimos avanzando con humildad y constancia   fuerzapopular  k10  elguardiandelaconstitucion
17498,0,no soy adivino pero creo saber qu har partidomorado 1 harn una conferencia de prensa mal hecha nivel amateur2 ningn rostro reconocible en dicha conferencia3 dirn que exigieron la renuncia de julio guzmn y que la aceptaron4 todo ser una pantomimaece2020
33040,2,caelike que tengas un fantstico da caeli
16085,0,quedan solo 8 dias para las  elecciones2020  comparto nuevamente el hilo que escribi hace unos meses en el cual demuestro los vinculos entre  fuerzapopular y el  sodalicio  presten atencion especial a la figura de caccia  quien hoy se la juega por  solidaridadnacional
12801,1,mahachavezc cibernautasfp como van las cosas es probable que tambin se cree una brigada especial para combatir al partidomorado   
9948,0,habr algo peor que no traer los audfonos a la chamba estoy muriendo lentamente
34778,0,fuerza popular no  queda claro lo que es ese  partido  con este tipo de personas    vulgar   malcriado  atrevido   no mide sus palabras   demuestra quien es  verguenzapopular  fuerzapopular
1789,0,ensustrece jneperu a estar vigilantes ya que se puede esperar de todo consulta puede que haya fraude en estas elecciones puedan que favorezcan a algun congresista corrupto como por ejemplo mauricio mulder
31707,2,pibeperuano porqupartidopoltico votar en las elecciones congresales 2020voto2020 votoinformadofuerzapopularaccinpopula
17723,0,es el  ppc  o es el partido peruano comunistalaizquierdamatarobaydestruye que dira el tucan  lider histo
33038,1,siempre se fugan los ex presidentes nadine
29579,0,no puede ser los 2 cineplanet de trujillo cerrados yo quera ver calichinlapeli elmiyashiro
26018,0,rickdo92 empiezo a sospechar que no hay de verdad ya es quincena y nada ptmr
18329,0,y los tres reyes magos llegaron con oroincienso y mirra melchoro alan toledo vastadehuasquear y ollanta nadinevagastar de odebrechlen
23193,0,rengch apuesta cuando le hace una entrevista asi de malcriada a martha chavez a mauricio mulder a jorge del castillo a victor andres garcia en resumen a la mafia fujiaprista la hara lo dejara el comercio
14530,2,"accionpopular partido con menor rechazo del votante
graciasperu en chiclayo peru"
24231,1,ahumala hbenitez canaln exitosape noticiamerica latinanoticias atvmasnoticias willaxtv rppnoticias capital967 elbuhope
10826,1,mauriciomulder mauricio mulder  yo creo q fue ambas cosas el partido morado de vizcarra se esta desmoronando y su ministra quiere tapar el sol con un dedo
27315,0,biobio cada da ms weones se superan as mismos casa da frenteamplio
22859,0,"rt frinzmann peligro

todos los izquierdistas comunistas progresistas socialistas etc se han depositado como liendres en accionpopul"
7746,2,fsagasti este 26 de enero tenemos la oportunidad para hacer el cambio que nuestro pas necesita juntos creando confianza partido
14646,1,"la gente pide debate

 a pocos dias de las elecciones la gente extraa debates epicos como el de 
vargasllosa y albertofujimori

pbodigital
 butters milagrossalazar mora vizcarra keikofujimori alberto accionpopular peru urgente vitocho"
17872,2,da un voto responsable evalua los proyectos que el  ppc tiene para ti  unequipoquejuegalimpio  debateece2020  debatepovperu
4747,2,da un voto responsable evalua los proyectos que el  ppc tiene para ti  unequipoquejuegalimpio  debateece2020  debatepovperu
34061,2,nicolaslucar si s democrata espero q invite a mauricio mulder o  radio exitosa lo tiene censurado
31202,2,el presidente alberto fujimori  redujo la hiperinflacion de 7000 a 3  nos reinseo al peru en el mercado internacional  por eso el 26 de enero marquemos la  k  fuerzapopular
23146,2,rt latinanoticias  en abrelosojos mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero
11206,1,arielrobes lluvia en algunos sectores de la florida la bancada del frente amplio acusar constitucionalmente al presidente piera
20039,1,ayer estuvimos conversando con nuestros   vecinos de sjm   quienes nos manifestaron sus preocupaciones y sugerencias  para q
21484,1,marco zeballos personero legal del partidomorado est procesado por el caso lavajato
2206,1,t13 esta leyantisaqueo la aprob el frenteamplio en la iniciativa de la camara de diputados el da 041219 idea impulsada por rn y dc gblumel escondido qmo ratn saco la voz eufrico giorgiojackson gabrielboric claudiamix garindiputado  chiledespe
7377,0,belleza  buena columna de     todo tiene su final y el drama del congreso fujiaprista acabo    y no olvidar al momento de
28150,0,pbodigital partidomorado tiembla mora y el escndalo del incendio  csarcampos guzmn es un absoluto falso valor tendrn un
5416,0,nunca me haba dormido tanto en una pelcula de timburton que raro
16583,0,perunewsale muoz lo peor que puede hacer un partido es respaldar situaciones incoherentes el alcalde de lima se pronunci sobre l
8640,2,aunque deseo q  partidomorado tenga otro lder votar por el hay q elegir a quienes no tienen acusaciones yo sospechas de corrupcion y pueden hacer buenas leyes pa q peru se desarrolle si sospechas o tienes indicios de corrupcion no votes por ellos no los mereces
12483,0,elecciones2020 eleccionescongresales2020 peru perudespierta partidomoradomoratedejamoradopartidomoradomoratedejamoradopartidomoradomoratedejamoradoguzmanesvizcarra guzmala partidomorado trae proterrucos y chupasangres reciclados dl estado
34317,2,"valora tu voto vota 9

vota9 frenteamplio vota9"
31449,2,alespap parodirevoredo partidomorado yo he decidido mi voto por partidomorado 6 alberto  de belaunde 7 gino costa
35175,0,danielmora renunci a su candidatura al congreso por el partidomorado tras denuncia de agresin fsica a su esposa tambin anunci su alejamiento delpartidode julioguzmn
15457,0,rt exitosape  ademas pedro cateriano pcaterianob califico de difamador y encubridor a mauricio mulder mauriciomulder
34902,0,duchodepe quin est detrs de la debacle del partido moradorecuerdan quin destruy un partido desde dentro y complot contra su
33796,0,rt cronicaviva cateriano ha reconocido libremente que colaboro con huida de alan garcia lamula uterope colec
30258,1,5 candidatos de democracia directa obtuvieron mas votos que congresistas que fueron electos por fuerza popular alianza para el progreso y el frente amplio  aqui yace la importancia bajo las reglas actuales de la representatividad nacional y no solo regional
29406,2,sorprende como el ppc  que es el unico partido sin un solo condenado por violencia familiar ni violencia de genero a nivel nacional  ni siquiera en provincia  no pase esta vallaojala remontenppc  elecciones
15152,1,mauricio mulder no hubo una alianza con fuerza popular pero si existio una confluencia 
28592,0,noticiamerica ya ves borrego si julioguzmn abandona a su partidaria n una emergencia simple exponiendo la vida d ella igual abandonar a los peruanos ante desastres naturales o econmicos partidomorado guzman elecciones2020 loultimo urgente enportada
16641,0,sofiaes75112804 parodirevoredo accionpopular no queremos que la misma lacra entre al congreso  renovemos y llevemos a peru a otro n
6655,0,politicalr es lo que queria mauricio mulder no ese jne son unos ridiculos de autonomia no tiene nada son controlados por los poderosos de la mafia
5815,1, que se sabe de este caso   accionpopular
9694,0,brother en verdad me duele el cuerpo y no tengo la ms mnima idea del porqu
2717,2,estrecha relacion entre gobierno d alberto fujimori con clubes d madres  vasos d leche y comedores populares fue fundamental para evitar explosion social y pacificar el pais   fuerzapopular se nutre sobre todo d la fuerza inquebrantable d la mujer peruana  vota x fp  marca la  k
30148,0,"que joyita barata 
lo peor es que la gente se deja engaar por un sujeto que ni iba a clases o llegaba tarde  si eso no le bastaba era un altanero con los profesores cuando no lo dejaban entrar porque ademas de llevar tarde salia de clases para hacer hora accionpopular"
