,label,text_changed
16212,2,fuerzapopular terror comunistas venceremos nuevamente terror urnas permitiremos  ningun ningun
31004,2,maina  voz pueblo congreso lima
28147,0,pbodigital infidelidad unica  explicaciones esposa lider declaro
23167,1,mauricio mulder aclara  pone pone sitio presunto violador asesino daniel urresti
5115,0,despues dias ermita salir sol  largate
31629,1,macaceresb macaceresb brunogesc partido morado obvio coordinado semana afectar morado atacand
25558,1,perupara ppc  educacion educacion servicio derechodebatecec2020 debatetvperu
11652,0,falsa moral fujimorista fuerzapopular protegio congresista lopez vilela  manoseo manoseo parlamentaria paloma noceda fujimorismonauseabundo
9179,2,ppc
21298,2,datum elecciones  cxc3xa1mara votos validos accion popular popular partido morado tomando
19769,2,pais mejore llegado juntas lograrlo marca
31010,1,mesa cierre  brechas brechas brechas rocio silva jahely albarracin lilian alvarado salvador heresi diethell columbus myriam reategui guillermo bermejo
21969,2,sorprende ppc unico partido condenado violencia familiar violencia  nivel nacional siquiera provincia pase vallaojala remontenppc elecciones
10348,1,posicion cierre  congreso congreso congreso decision
22428,0,vida dormir termine traducciones  estudio estudio estudio traduccion facil
18569,2,rico  amodorrarse sonido lluvia
35912,0,belaunde hora presentara carta renuncia esperara salga elegido recien necesita ayuda  modelo modelo modelo modelo cambiar fechas destinatario
9822,1,limitaciones  humanas humanas humanas obrar maneras asombrosas traves oraciones
16812,2,alberto belaunde oiga don alberto belaunde conferencia prensa gino costa  personajes desaparecen justo partido necesita especial concepto honor integridad lealtad
14985,0,explicaria personas exigian disolucion congreso vayan  partidos alianza progreso accion popular opusieron cierre tia natalia desaw nse
23352,0,jajajajaja jajajajaja jajajajaja mauricio mulder variar  jajajajaja jajajajaja jajajajaja
8,2,toco toco toco toco visitar mama descanso eterno contare vivo amiga
21115,2,patriciagamarra patriciagamarra patriciagamarra voto conviccion
24751,0,costagino costagino dejan libres golpear mujeres policia moleste
15308,0,traidores mauricio mulder apra luis galarreta jorge  castillo castillo castillo apra carlos bruce ppk
21724,2,acabamos  tendencias 2020 enes episodio ppc mano mejores profesionales
22350,0,barro olvido bonita cancion pienso iquitos seria  barro olvidada seguimos tantos
34583,2,vida ganar empatar perder jamas  aceptar luchar seguimos avanzando paso vencedor
31191,0,mordaza valiente contundente julio caballero  crematxc3xadstico meter presa keiko fujimori fis
32993,1,jajajaja insulto bloqueo comporto twitter  vida vida vida normal
14629,0,complices barbaridades  llego nivel disolverlos constitucionalmente entiendo blindado bloque corruptos votaciones comisiones
73,2,dios guarda perdurara eternidad busca  conforma conforma
15789,1,mesa sistema lucha anticorrupcion miguel angel soria gabriela cardenas alessandra krauze carlos anderson jose qui ones dina  boluae boluae boluae ricardo vasquez
22984,0,lista descartados accion popular alianza progreso apra avanza pais fuerza popular partido morado contigo  ppc ppc ppc peru nacion pps peru solidaridad nacional peru peru peru
10683,1,recorrido lima reuni vecinos jose carlos mariategui san juan lurigancho
9843,2,cover realidad hermoso  voz voz
31765,1,yturbe yturbe yturbe mora renuncia candidatura irrenunciable plazo renunciar vencio diciembre sale electo
14887,1,candidato carmen omonte partido alianza progreso propone priorizar  despenalizacion aborto violacion app posicion tomada cree tema agenda
27477,1,empezamos entrevista  programa programa programa gobernanza
24295,0,cristinaq ingenuo muestra tajante debio prefiero alguien novato ducho  entrenado
28412,2,excelente entrevista radio santarosa voto asegurado
23858,2,fuerzapopular seguimos fujimorismounidojamasseravencido
13174,2,camino lograrlo
7393,0,mira banda delincuencial fuerzapopular asno promueve
35248,0,cachete rompiendome nariz defendi manos empezo abofetearme cai piso estando indefensa comenzo patearme pierna salir casa pedira renuncia
27815,2,fuerza popular region lima norte tweeted candidato congreso republica lima juan carlos gonzales ardiles marca escribe numero fuerzapopular  limanorte limanorte limanorte
8376,2,julioguzmanperu partido blinda protege  agresixc3xb3n mujer ningun acto corrupcion jamas aceptado organizacion orgullosa morada reafirmo voto partido morado
31315,2,espectacular martha  fuerzapopular fuerzanaranja
16120,1,congreso vizcarra fuerzapopular victorparedes necesitamos reforzamiento atencion  primaria primaria accionpopular
8449,2,pacofloresc publicar propagar malilla redes sociales amor  vale jugadas sucias manchar reputaciones
22209,2,arjona arjona arjona saludos peru gano imitador encanta canciones
8198,0,anajarav julioguzmanperu libelulas vizcarra camufladas lista marcas partido contribuiras ingresen daniel mora
11332,0,resumiendo resumiendo blindaje llamando organizacion criminal fuerza popular pasaran valla
22606,0,ado apu alando alguien  brota provoca clavarle cuchillo
15679,0,llegar ley discutio senado aprobo pae extremo  consecuente opinion trayectoria gutierrez intachable
14482,2,justo foto  iba iba iba bonita calle
11485,2,opinion ocurrido  cxc3xa1mara votar blanco viciado
17405,0,jee indico evaluarian  asunto daniel mora presenta renuncia
15894,2,congreso2020 necesitamos mujeres caracter firmeza autoridad combatir delincuencia  agobia agobia peruanos enero marca k26 fuerzapopular
31624,0,luchitoleivaof venta extintores disparado  pedidos provienen hoteles guzman morado
1572,1,mulder sostuvo funcionarios  departamento publico perciben congresistas
25762,1,preguntaban solteras grupo alza mano unica voltean verme
23487,0,pedro cateriano mauricio  afirmo congresista alcanzo ahorrar demasia
19263,0,mauricio mulder firulais ciudadania rechazo
2533,2,enero 2020 marca escribe  mariaelenak16 mariaelenak16 mariaelenak16 porlavidaylafamilia congreso2020 26enero voto
11479,2,emilio mayhua joven dirigente enero busca  dudes marca escribe
17327,0,debate persona publico cuestiona participacion santiba pepi patron acciones autoridades pucp irrumpe exposicion  gracias gracias gracias gracias carigahela fuerza
13169,1,vivo rmapalacios radio santarosa
26132,2,ustedes ustedes bonito anita amaya
34211,0,derecho candidato  atascado condenado corrupcion
19536,0,peru peru noticias mauricio mulder  decoro sabra chancho purgante
7273,0,hebeas copus srak dejo libre resolucion decian esencia banda
25318,0,moradillos moradillos roche candidato enfoque genero degenerado
27364,1,estudian evaluan  pensando pensando pensando pensando haganla yasta
24338,2,gmosotelo julio guzman opartido demostrar politica decente peru  morado morado morado
5636,0,pago operacion  cambies cambies cara fea
34476,2,voto julio caballero marca escribe k35  fuerzapopular fuerzapopular fuerzapopular fuerzanaranja
3483,0,duda  elpartidomorado elpartidomorado julio guzman corruptos comunistas socialistas terroristas lanzado severa campa desprestigio
35736,2,gracias chepen recibimiento  cuxc3xb1o escribe
15788,1,mesa reforma politica electoral 2021 enrique fernandez albeo beingolea manuel benza  reggiardo andres alcantara maha chavez juan sheput
2488,2,eleccionescongresales2020 eleccionescongresales2020 eleccionescongresales2020 marquemos escribe k10 fuerzapopular k35
12984,0,hora  niunamenosperu niunamenosperu niunamenosperu prepara marcha partidomorado oye
23578,0,candidato  recluido recluido recluido inpe condenado corrupcion
6307,2,mauricio mulder pone sitio faltoso daniel
20856,0,alberto belaunde santa tecla salimos corriendo  bulevar real
20477,2,gus ramirez rmapalacios lista morado pareciendo  bobina
1270,2,agradezco nota diario debemos velar lucha frontal defensa
2192,0,alguien pae manifestaciones  cuadernillo social buscan desastibilizar policias derecho grave grave silencio
4517,0,rosalesperu respetan ideas usando  terminos terminos correctos
2963,0,canalhsj adivinen guzman renuncia morado presentara esposa partidaria  discurso prensa
1865,0,mauricio mauricio mauricio mulder congresista ladrador nomas
27232,1,vemos vemos debate peru transmitira vivo pagin
14390,1,feliz 2017 cachen dejen  aguantad aguantad tuiter
18776,2,amigos cuento estare representando querido partido debatiendo coyuntura politica programa cuarto sintonizalo canal agradezco difusion maricarmen
24793,0,exitosape periodista descubre ridicula ingenuidad  votos costa dignidadrecuerda entrevista vivo preguntar queria dejaban latina
18168,0,tantos dias libre  trabajos jajajaja
11311,1,ana martes  debate electoral universidad san marcos cordialmente invitados
13330,1,superioridad moral partidos sabian alberto  opinan contigo pfuerzapopular solidaridad psn accionpopularap apra oficial
33858,0,entenderas rosa bartra mauricio mulder den palo presentan programa entrevista numero simbolo queda  subconsciente subconsciente espectador
32950,0,gusto redacte testamento ale  publique publique steven gracias peru dejaste misio ale publica
5761,0,partidos  tradicionales tradicionales tradicionales tradicionales furgon cola fujimorismo pruebas votaciones posicion olvidemos
11619,2,voto julio caballero marca  k35 fuerzapopular fuerzanaranja
23962,0,mercenaria costumbre tormenta vaso agua seguir
34115,0,pobre mauricio mulder congreso  sueldo segun
20357,0,obvio falso aportante keikofujimori cuya esposa hermana directora  mujeres sodalicio socios fuerzapopular promotores candidaturas ultraderechistas solidaridadnacional partido casta eda babosonaroperuano
613,0,paguen ultima hora podra toco servir pago economico pago  rey rey
4354,0,civil casadolider dpto recientemente alquilado compartiendo almuerzo ambientado decorado rosasvelas aromaticas formas corazonglobos rojoscon  esposa
32537,0,siguen siguen destapes
19681,0,resumiendo blindaje llamando organizacion  criminal criminal fuerza popular pasaran valla
21582,1,importa reformas vizcarra opcion miguel gonzalez lucero torero claramente buscan consolidar bloque gobiernista oenege parecen intencionados propuestas  aterrizan aterrizan aterrizan problemas callao
4788,0,ppc cristianocomo pucp catolicosal contratio6 ateos laicos llaman
30299,1,elecciones elecciones elecciones 2020 lesly shica seguil alianza progreso lucia alvites sosa juntos peru debaten
24778,0,enriquefcha ultimas decepcionantes apariciones candidatos  voto
33833,1,campa televisivas prohibidas beto ortiz media hora  mulder haga campa
22043,2,digo gordo pensaba irme rumba  cancelaron cancelaron ultima hora tomara taxi amo
3917,0,tiembla tiembla partido defender mujeres resulta pegalones osones abandonadores
6674,0,mauricio mulder salgo congresista buscare chamba  video
6457,1,andina peru  propuestas propuestas mauricio mulder apra reforma politica existan camaras
16703,0,renuncio candidatura denuncia agresion fisica esposa anuncio alejamiento
3450,0,foto pasa votare salga foto  light light light fire
8757,0,debate persona publico cuestiona participacion  santiba santiba santiba pepi patron acciones autoridades pucp irrumpe exposicion gracias carigahela fuerza
13792,1,presidente delperu congreso ppc entrevista porpresentando postura partido  llegar llegar llegar congreso unequipoquejuegalimpio
35295,0,caudiaangelica cuadro congresistas organizado limpio corrupcion llegado quedarse  lucha lucha lucha frontal korrupcion korruptos tiemblan guerra sucia
11731,0,fraudeelectoralenelperu seas ciegos estafarlos despierten oficial psn fuerzapopular  solidaridadnacional ppc2020 fraude
1393,1,elecciones 2020 lesly shica seguil alianza progreso lucia alvites sosa juntos  debaten
4783,0,gatos acabaron ratones elperu pelearla  unidos medios analistas encuestadoras oligarquia tradicionales grupos partidarios anacronicos ppc pps
9856,0,quiero descripcion
28850,2,encuestas publicadas explican razon ataques izquierda derecha voto moderado legitimo nieguen verlo explica ademas razon salvavidas lanzado  prendio
18618,0,pude pude soportar tremendo sol
25593,2,politica destruir veo ppc construyendo partido formando  jovenes jovenes jovenes
7170,0,seguramente votos fuerzapopular mayoria dicha comision cinismo  descaminado
